OrderNumber,SalesChannel,WarehouseCode,ProcuredDate,OrderDate,ShipDate,DeliveryDate,CurrencyCode,_SalesTeamID,SalesTeam,_CustomerID,Customer,Sales_Region,_StoreID,_ProductID,Product,OrderQuantity,DiscountApplied,UnitPrice,UnitCost,CityName,County,StateCode,State,Type,Latitude,Longitude,AreaCode,Population,HouseholdIncome,MedianIncome,LandArea,WaterArea,TimeZone
SO - 0007361,In-Store,WARE-XYS1001,6/18/2020,10/6/2020,10/9/2020,10/14/2020,USD,3,Jerry Green,13,Ole Group,West,29,16,Stemware,2.000000,0.150000,201.000000,116.58,East Los Angeles,Los Angeles County,CA,California,CDP,34.023900,-118.172020,323.000000,127610.000000,31400.000000,38766.000000,19298247.000000,11013.000000,America/Los Angeles
SO - 0007362,In-Store,WARE-NMK1003,6/18/2020,10/6/2020,10/27/2020,10/29/2020,USD,1,Adam Hernandez,32,OHTA'S Corp,Northeast,155,6,Computers,5.000000,0.150000,1031.800000,433.36,Capital,Sangamon County,IL,Illinois,Township,39.791060,-89.644570,217.000000,116358.000000,50476.000000,49925.000000,154319522.000000,16272442.000000,America/Chicago
SO - 0007363,Online,WARE-UHY1004,6/18/2020,10/7/2020,10/12/2020,10/15/2020,USD,14,Paul Holmes,49,Bare ,Midwest,242,45,Home Fragrances,4.000000,0.075000,1929.600000,868.32,Edison,Middlesex County,NJ,New Jersey,Township,40.503990,-74.349410,848.000000,102701.000000,35198.000000,90515.000000,77862691.000000,1630832.000000,America/New York
SO - 0007364,Online,WARE-UHY1004,6/18/2020,10/7/2020,10/28/2020,10/30/2020,USD,13,Todd Roberts,17,Pure Group,West,212,24,Wall Frames,6.000000,0.075000,4006.600000,2323.83,Columbia,Howard County,MD,Maryland,CDP,39.240380,-76.839420,410.000000,102116.000000,39893.000000,100849.000000,82691135.000000,667179.000000,America/New York
SO - 0007365,Online,WARE-UHY1004,6/18/2020,10/7/2020,10/22/2020,10/28/2020,USD,20,Anthony Torres,16,"3LAB, Ltd",West,229,33,Outdoor Decor,7.000000,0.050000,6043.400000,2659.10,Cary,Chatham County/Wake County,NC,North Carolina,Town,35.780880,-78.813270,919.000000,159769.000000,56034.000000,91579.000000,146322917.000000,2815890.000000,America/New York
SO - 0007366,In-Store,WARE-XYS1001,6/18/2020,10/7/2020,10/9/2020,10/14/2020,USD,4,Chris Armstrong,36,O.E. Ltd,Northeast,11,33,Outdoor Decor,6.000000,0.050000,790.600000,545.51,Phoenix,Maricopa County,AZ,Arizona,City,33.448380,-112.074040,602.000000,1563025.000000,525610.000000,47326.000000,1340692038.000000,3247104.000000,America/Phoenix
SO - 0007367,In-Store,WARE-NMK1003,6/18/2020,10/7/2020,10/23/2020,10/30/2020,USD,9,Joshua Ryan,11,Apollo Ltd,Midwest,128,26,Candles,5.000000,0.100000,1031.800000,722.26,Miramar,Broward County,FL,Florida,City,25.987310,-80.232270,954.000000,137132.000000,38474.000000,65282.000000,76095016.000000,4917826.000000,America/New York
SO - 0007368,Online,WARE-NBV1002,6/18/2020,10/7/2020,10/14/2020,10/22/2020,USD,15,Roger Alexander,22,Capweld ,Midwest,80,7,Dinnerware,8.000000,0.075000,5896.000000,3183.84,Stockton,San Joaquin County,CA,California,City,37.957700,-121.290780,209.000000,305658.000000,92440.000000,44797.000000,159717213.000000,7984586.000000,America/Los Angeles
SO - 0007369,In-Store,WARE-PUJ1005,6/18/2020,10/7/2020,10/30/2020,11/6/2020,USD,5,Stephen Payne,46,U.S. Ltd,South,302,37,Platters,4.000000,0.050000,5272.900000,2372.81,Clarksville,Montgomery County,TN,Tennessee,City,36.529770,-87.359450,931.000000,149176.000000,51776.000000,46947.000000,254527982.000000,1754875.000000,America/Chicago
SO - 0007370,In-Store,WARE-NMK1003,6/18/2020,10/8/2020,10/13/2020,10/21/2020,USD,3,Jerry Green,28,Dharma Ltd,West,114,34,Bedroom Furniture,5.000000,0.200000,3859.200000,2469.89,Brandon,Hillsborough County,FL,Florida,CDP,27.937800,-82.285920,813.000000,106604.000000,40453.000000,56464.000000,85738633.000000,4903052.000000,America/New York
SO - 0007371,Distributor,WARE-XYS1001,6/18/2020,10/8/2020,10/23/2020,10/26/2020,USD,20,Anthony Torres,49,Bare ,West,51,32,Vases,2.000000,0.075000,1326.600000,703.10,Murrieta,Riverside County,CA,California,City,33.553910,-117.213920,951.000000,109830.000000,32685.000000,74610.000000,87023902.000000,93770.000000,America/Los Angeles
SO - 0007372,Distributor,WARE-NBV1002,6/18/2020,10/8/2020,10/16/2020,10/24/2020,USD,24,Roy Rice,32,OHTA'S Corp,Midwest,81,12,Dining Furniture,1.000000,0.150000,5266.200000,3528.35,Sunnyvale,Santa Clara County,CA,California,City,37.368830,-122.036350,408.000000,151754.000000,55094.000000,105401.000000,56936612.000000,1817655.000000,America/Los Angeles
SO - 0007373,Distributor,WARE-MKL1006,6/18/2020,10/8/2020,10/10/2020,10/11/2020,USD,24,Roy Rice,3,"Elorac, Corp",Midwest,354,10,Blankets,7.000000,0.075000,6009.900000,4928.12,Norfolk,Norfolk city,VA,Virginia,City,36.846810,-76.285220,757.000000,246393.000000,87045.000000,44480.000000,137985835.000000,111697132.000000,America/New York
SO - 0007374,In-Store,WARE-UHY1004,6/18/2020,10/8/2020,10/15/2020,10/21/2020,USD,7,Shawn Cook,3,"Elorac, Corp",Midwest,258,27,Wreaths,2.000000,0.150000,1882.700000,1110.79,Amherst,Erie County,NY,New York,Town,43.011640,-78.757150,716.000000,125109.000000,49558.000000,68294.000000,137777476.000000,1003270.000000,America/New York
SO - 0007375,Distributor,WARE-PUJ1005,6/18/2020,10/8/2020,10/12/2020,10/16/2020,USD,23,Douglas Tucker,5,Procter Corp,Midwest,281,9,Baseball,6.000000,0.050000,261.300000,214.27,Columbus,Delaware County/Franklin County/Fairfield County,OH,Ohio,City,39.985240,-82.984770,614.000000,850106.000000,334724.000000,45659.000000,565783587.000000,15247719.000000,America/New York
SO - 0007376,In-Store,WARE-NBV1002,6/18/2020,10/8/2020,10/29/2020,11/1/2020,USD,5,Stephen Payne,39,Victory Ltd,South,65,42,Bean Bags,4.000000,0.050000,3879.300000,1862.06,Roseville,Placer County,CA,California,City,38.752120,-121.288010,916.000000,130269.000000,46547.000000,75867.000000,111337848.000000,3366.000000,America/Los Angeles
SO - 0007377,Online,WARE-PUJ1005,6/18/2020,10/8/2020,10/19/2020,10/24/2020,USD,14,Paul Holmes,21,Ohio ,Midwest,299,4,Serveware,5.000000,0.075000,1092.100000,436.84,North Charleston,Dorchester County/Berkeley County/Charleston County,SC,South Carolina,City,32.917820,-80.065030,843.000000,108304.000000,37597.000000,39543.000000,190807625.000000,8969264.000000,America/New York
SO - 0007378,In-Store,WARE-NBV1002,6/18/2020,10/8/2020,10/25/2020,11/2/2020,USD,3,Jerry Green,45,Nipro ,West,79,37,Platters,4.000000,0.200000,1775.500000,1473.67,Simi Valley,Ventura County,CA,California,City,34.269450,-118.781480,805.000000,126788.000000,41972.000000,90210.000000,107421127.000000,1984799.000000,America/Los Angeles
SO - 0007379,Online,WARE-NMK1003,6/18/2020,10/8/2020,10/21/2020,10/31/2020,USD,14,Paul Holmes,2,WakeFern ,Midwest,98,7,Dinnerware,6.000000,0.300000,1728.600000,933.44,Highlands Ranch,Douglas County,CO,Colorado,CDP,39.553880,-104.969430,303.000000,101350.000000,37157.000000,108570.000000,62856809.000000,70330.000000,America/Denver
SO - 0007380,Distributor,WARE-PUJ1005,6/18/2020,10/9/2020,10/28/2020,11/2/2020,USD,22,Joe Price,39,Victory Ltd,Northeast,293,17,Furniture Cushions,6.000000,0.075000,1112.200000,600.59,Allentown,Lehigh County,PA,Pennsylvania,City,40.608430,-75.490180,610.000000,120207.000000,41244.000000,36930.000000,45448161.000000,1238395.000000,America/New York
SO - 0007381,Distributor,WARE-PUJ1005,6/18/2020,10/9/2020,10/31/2020,11/1/2020,USD,23,Douglas Tucker,13,Ole Group,Midwest,304,39,Floor Lamps,1.000000,0.075000,1989.900000,1631.72,Memphis,Shelby County,TN,Tennessee,City,35.149530,-90.048980,901.000000,655770.000000,249775.000000,36445.000000,822013083.000000,23171205.000000,America/Chicago
SO - 0007382,Distributor,WARE-PUJ1005,6/18/2020,10/9/2020,10/17/2020,10/27/2020,USD,24,Roy Rice,6,"PEDIFIX, Corp",Midwest,299,14,Mirrors,8.000000,0.400000,3926.200000,2316.46,North Charleston,Dorchester County/Berkeley County/Charleston County,SC,South Carolina,City,32.917820,-80.065030,843.000000,108304.000000,37597.000000,39543.000000,190807625.000000,8969264.000000,America/New York
SO - 0007383,In-Store,WARE-PUJ1005,6/18/2020,10/9/2020,11/4/2020,11/14/2020,USD,11,Joshua Little,17,Pure Group,South,296,31,Candleholders,2.000000,0.075000,3852.500000,2234.45,Providence,Providence County,RI,Rhode Island,City,41.823990,-71.412830,401.000000,179207.000000,61481.000000,37501.000000,47655935.000000,5618032.000000,America/New York
SO - 0007384,In-Store,WARE-NMK1003,6/18/2020,10/9/2020,10/23/2020,11/1/2020,USD,1,Adam Hernandez,17,Pure Group,Northeast,149,45,Home Fragrances,8.000000,0.400000,837.500000,619.75,Des Moines,Warren County/Polk County,IA,Iowa,City,41.572590,-93.610240,515.000000,210330.000000,81717.000000,46290.000000,230329944.000000,4657227.000000,America/Chicago
SO - 0007385,Online,WARE-UHY1004,6/18/2020,10/9/2020,10/25/2020,10/27/2020,USD,19,Nicholas Cunningham,26,Mylan Corp,South,213,44,Pillows,7.000000,0.100000,2271.300000,1748.90,Ann Arbor,Washtenaw County,MI,Michigan,City,42.270870,-83.726330,734.000000,117070.000000,47179.000000,55990.000000,72727009.000000,2254528.000000,America/Detroit
SO - 0007386,Online,WARE-XYS1001,6/18/2020,10/9/2020,10/21/2020,10/28/2020,USD,14,Paul Holmes,39,Victory Ltd,Midwest,26,31,Candleholders,6.000000,0.100000,207.700000,137.08,Costa Mesa,Orange County,CA,California,City,33.641130,-117.918670,949.000000,113204.000000,40908.000000,66459.000000,40723584.000000,211253.000000,America/Los Angeles
SO - 0007387,Distributor,WARE-PUJ1005,6/18/2020,10/9/2020,10/16/2020,10/22/2020,USD,23,Douglas Tucker,14,Linde ,Midwest,274,40,Rugs,8.000000,0.150000,938.000000,731.64,Staten Island,Richmond County,NY,New York,Borough,40.576280,-74.144840,718.000000,474558.000000,156341.000000,55039.000000,152000000.000000,110000000.000000,America/New York
SO - 0007388,Distributor,WARE-PUJ1005,6/18/2020,10/10/2020,10/12/2020,10/13/2020,USD,22,Joe Price,43,"Exact-Rx, Corp",Northeast,263,39,Floor Lamps,2.000000,0.050000,3142.300000,1445.46,Hempstead (Town),Nassau County,NY,New York,Town,40.633960,-73.609100,516.000000,771018.000000,241539.000000,94999.000000,307389025.000000,189288363.000000,America/New York
SO - 0007389,In-Store,WARE-NMK1003,6/18/2020,10/10/2020,10/20/2020,10/26/2020,USD,10,Jonathan Hawkins,3,"Elorac, Corp",West,182,7,Dinnerware,8.000000,0.100000,2458.900000,2016.30,Center,Marion County,IN,Indiana,Township,39.774850,-86.139490,317.000000,147837.000000,59947.000000,27572.000000,108522566.000000,2102238.000000,America/Indiana/Indianapolis
SO - 0007390,Wholesale,WARE-XYS1001,6/18/2020,10/10/2020,10/13/2020,10/14/2020,USD,26,Donald Reynolds,4,ETUDE Ltd,South,12,31,Candleholders,8.000000,0.075000,3939.600000,2718.32,Scottsdale,Maricopa County,AZ,Arizona,City,33.509210,-111.899030,480.000000,236839.000000,102424.000000,73288.000000,476410748.000000,1220280.000000,America/Phoenix
SO - 0007391,Online,WARE-MKL1006,6/18/2020,10/10/2020,10/14/2020,10/22/2020,USD,13,Todd Roberts,46,U.S. Ltd,West,363,7,Dinnerware,1.000000,0.075000,1829.100000,1280.37,Tacoma,Pierce County,WA,Washington,City,47.252880,-122.444290,253.000000,207948.000000,79026.000000,52042.000000,128821146.000000,32854483.000000,America/Los Angeles
SO - 0007392,In-Store,WARE-PUJ1005,6/18/2020,10/10/2020,10/29/2020,11/8/2020,USD,8,George Lewis,29,"Apotheca, Ltd",West,312,15,Outdoor Furniture,5.000000,0.400000,964.800000,742.90,Brownsville,Cameron County,TX,Texas,City,25.901750,-97.497480,956.000000,183887.000000,51563.000000,32894.000000,343092656.000000,35763836.000000,America/Chicago
SO - 0007393,Distributor,WARE-PUJ1005,6/18/2020,10/10/2020,10/27/2020,11/1/2020,USD,25,Patrick Graham,15,Rochester Ltd,South,286,41,Collectibles,5.000000,0.075000,1051.900000,704.77,Oklahoma City,Canadian County/Pottawatomie County/Oklahoma County/Cleveland County,OK,Oklahoma,City,35.467080,-97.513660,405.000000,631346.000000,232254.000000,47779.000000,1570317627.000000,37245501.000000,America/Chicago
SO - 0007394,Online,WARE-NMK1003,6/18/2020,10/10/2020,10/15/2020,10/21/2020,USD,12,Carl Nguyen,27,Wuxi Group,Midwest,143,8,Cocktail Glasses,2.000000,0.150000,207.700000,149.54,Macon,Bibb County,GA,Georgia,Other,32.808840,-83.694190,478.000000,153515.000000,57025.000000,36568.000000,645603627.000000,14488557.000000,America/New York
SO - 0007395,Distributor,WARE-NMK1003,6/18/2020,10/10/2020,10/29/2020,11/8/2020,USD,21,Samuel Fowler,11,Apollo Ltd,Midwest,198,36,Clocks,7.000000,0.050000,1085.400000,651.24,Wichita,Sedgwick County,KS,Kansas,City,37.692240,-97.337540,316.000000,389965.000000,150683.000000,45947.000000,415365564.000000,11294497.000000,America/Chicago
SO - 0007396,In-Store,WARE-UHY1004,6/18/2020,10/10/2020,10/19/2020,10/24/2020,USD,7,Shawn Cook,44,Winthrop ,Midwest,216,13,Bakeware,4.000000,0.050000,690.100000,503.77,Lansing,Clinton County/Ingham County/Eaton County,MI,Michigan,City,42.714340,-84.559280,517.000000,115056.000000,48414.000000,35563.000000,101329851.000000,1640233.000000,America/Detroit
SO - 0007397,In-Store,WARE-UHY1004,6/18/2020,10/10/2020,10/21/2020,10/28/2020,USD,1,Adam Hernandez,3,"Elorac, Corp",Northeast,234,38,Wardrobes,1.000000,0.075000,1949.700000,1072.34,High Point,Davidson County/Randolph County/Forsyth County/Guilford County,NC,North Carolina,City,35.989980,-79.990470,336.000000,110268.000000,40973.000000,42299.000000,142972062.000000,3925954.000000,America/New York
SO - 0007398,In-Store,WARE-PUJ1005,6/18/2020,10/10/2020,11/4/2020,11/13/2020,USD,12,Carl Nguyen,29,"Apotheca, Ltd",Midwest,310,9,Baseball,7.000000,0.050000,241.200000,127.84,Austin,Hays County/Williamson County/Travis County,TX,Texas,City,30.303940,-97.754360,512.000000,931830.000000,351195.000000,57689.000000,809976356.000000,17536404.000000,America/Chicago
SO - 0007399,Distributor,WARE-NMK1003,6/18/2020,10/10/2020,10/28/2020,11/5/2020,USD,24,Roy Rice,26,Mylan Corp,Midwest,127,24,Wall Frames,7.000000,0.150000,2499.100000,1499.46,Miami Gardens,Miami-Dade County,FL,Florida,City,25.942040,-80.245600,305.000000,113187.000000,31003.000000,38253.000000,47236363.000000,2016214.000000,America/New York
SO - 0007400,In-Store,WARE-MKL1006,6/18/2020,10/10/2020,10/29/2020,11/2/2020,USD,2,Keith Griffin,2,WakeFern ,Northeast,332,40,Rugs,6.000000,0.100000,3899.400000,2612.60,Midland,Martin County/Midland County,TX,Texas,City,32.024640,-102.113470,432.000000,132950.000000,43214.000000,69173.000000,192622240.000000,460027.000000,America/Chicago
SO - 0007401,In-Store,WARE-PUJ1005,6/18/2020,10/10/2020,10/16/2020,10/17/2020,USD,5,Stephen Payne,28,Dharma Ltd,South,263,38,Wardrobes,2.000000,0.075000,1715.200000,874.75,Hempstead (Town),Nassau County,NY,New York,Town,40.633960,-73.609100,516.000000,771018.000000,241539.000000,94999.000000,307389025.000000,189288363.000000,America/New York
SO - 0007402,In-Store,WARE-PUJ1005,6/18/2020,10/11/2020,11/2/2020,11/4/2020,USD,7,Shawn Cook,11,Apollo Ltd,Midwest,280,9,Baseball,6.000000,0.150000,2331.600000,1095.85,Cleveland,Cuyahoga County,OH,Ohio,City,41.499500,-81.695410,216.000000,388072.000000,167100.000000,26150.000000,201255242.000000,12332080.000000,America/New York
SO - 0007403,Distributor,WARE-NMK1003,6/18/2020,10/11/2020,11/1/2020,11/2/2020,USD,25,Patrick Graham,13,Ole Group,South,138,37,Platters,7.000000,0.050000,991.600000,485.88,West Palm Beach,Palm Beach County,FL,Florida,City,26.715340,-80.053370,561.000000,106779.000000,41474.000000,45800.000000,142798170.000000,6628847.000000,America/New York
SO - 0007404,Online,WARE-PUJ1005,6/18/2020,10/11/2020,11/8/2020,11/18/2020,USD,19,Nicholas Cunningham,4,ETUDE Ltd,South,265,21,Floral,3.000000,0.050000,5936.200000,3561.72,Islip,Suffolk County,NY,New York,Town,40.712580,-73.195520,631.000000,336113.000000,101387.000000,86864.000000,268844871.000000,153259682.000000,America/New York
SO - 0007405,Online,WARE-PUJ1005,6/18/2020,10/11/2020,11/5/2020,11/15/2020,USD,17,Frank Brown,45,Nipro ,Northeast,299,2,Photo Frames,6.000000,0.150000,891.100000,623.77,North Charleston,Dorchester County/Berkeley County/Charleston County,SC,South Carolina,City,32.917820,-80.065030,843.000000,108304.000000,37597.000000,39543.000000,190807625.000000,8969264.000000,America/New York
SO - 0007406,Online,WARE-XYS1001,6/18/2020,10/11/2020,11/5/2020,11/14/2020,USD,17,Frank Brown,8,Medsep Group,Northeast,24,33,Outdoor Decor,4.000000,0.050000,1708.500000,1008.02,Concord,Contra Costa County,CA,California,City,37.977980,-122.031070,925.000000,128667.000000,45409.000000,68318.000000,79108534.000000,0.000000,America/Los Angeles
SO - 0007407,In-Store,WARE-MKL1006,6/18/2020,10/11/2020,10/13/2020,10/16/2020,USD,5,Stephen Payne,46,U.S. Ltd,South,342,40,Rugs,4.000000,0.050000,1889.400000,963.59,Tyler,Smith County,TX,Texas,City,32.351260,-95.301060,903.000000,103700.000000,37644.000000,42840.000000,146667943.000000,1327654.000000,America/Chicago
SO - 0007408,In-Store,WARE-MKL1006,6/18/2020,10/11/2020,11/8/2020,11/17/2020,USD,1,Adam Hernandez,44,Winthrop ,Northeast,341,40,Rugs,2.000000,0.100000,5540.900000,2659.63,The Woodlands,Harris County/Montgomery County,TX,Texas,CDP,30.172560,-95.509810,832.000000,102911.000000,38114.000000,109917.000000,111856589.000000,1380351.000000,America/Chicago
SO - 0007409,In-Store,WARE-PUJ1005,6/18/2020,10/12/2020,10/25/2020,10/26/2020,USD,2,Keith Griffin,21,Ohio ,Northeast,306,20,Bar Tools,5.000000,0.050000,6003.200000,2401.28,Nashville,Davidson County,TN,Tennessee,Metropolitan Government,36.169130,-86.784790,615.000000,678889.000000,248677.000000,41759.000000,1304953365.000000,56649279.000000,America/Chicago
SO - 0007410,Distributor,WARE-NMK1003,6/18/2020,10/12/2020,10/16/2020,10/26/2020,USD,23,Douglas Tucker,1,Avon Corp,Midwest,131,5,Bathroom Furniture,1.000000,0.100000,864.300000,656.87,Pembroke Pines,Broward County,FL,Florida,City,26.003150,-80.223940,954.000000,166611.000000,56171.000000,61279.000000,85539498.000000,5033092.000000,America/New York
SO - 0007411,Wholesale,WARE-NMK1003,6/18/2020,10/12/2020,10/17/2020,10/21/2020,USD,27,Shawn Torres,11,Apollo Ltd,Northeast,90,14,Mirrors,5.000000,0.050000,1092.100000,502.37,Arvada,Jefferson County/Adams County,CO,Colorado,City,39.833730,-105.150310,303.000000,115368.000000,44615.000000,69938.000000,100047257.000000,1882996.000000,America/Denver
SO - 0007412,Online,WARE-UHY1004,6/18/2020,10/13/2020,10/15/2020,10/23/2020,USD,13,Todd Roberts,30,S.S.S. Group,West,234,35,Table Linens,8.000000,0.050000,2452.200000,1814.63,High Point,Davidson County/Randolph County/Forsyth County/Guilford County,NC,North Carolina,City,35.989980,-79.990470,336.000000,110268.000000,40973.000000,42299.000000,142972062.000000,3925954.000000,America/New York
SO - 0007413,Online,WARE-MKL1006,6/18/2020,10/13/2020,11/10/2020,11/16/2020,USD,14,Paul Holmes,37,AuroMedics Corp,Midwest,360,8,Cocktail Glasses,2.000000,0.150000,207.700000,176.55,Renton,King County,WA,Washington,City,47.482880,-122.217070,425.000000,100242.000000,37994.000000,64802.000000,60663567.000000,511360.000000,America/Los Angeles
SO - 0007414,Online,WARE-NMK1003,6/18/2020,10/13/2020,11/8/2020,11/13/2020,USD,18,Shawn Wallace,43,"Exact-Rx, Corp",South,124,35,Table Linens,2.000000,0.100000,5313.100000,2815.94,Lakeland,Polk County,FL,Florida,City,28.039470,-81.949800,863.000000,104401.000000,39376.000000,39706.000000,170700664.000000,23355418.000000,America/New York
SO - 0007415,In-Store,WARE-NMK1003,6/18/2020,10/13/2020,10/26/2020,11/5/2020,USD,10,Jonathan Hawkins,28,Dharma Ltd,West,111,43,Festive,5.000000,0.100000,1132.300000,826.58,Waterbury,New Haven County,CT,Connecticut,City,41.558150,-73.051500,203.000000,108802.000000,40213.000000,40467.000000,73880017.000000,1086045.000000,America/New York
SO - 0007416,Distributor,WARE-PUJ1005,6/18/2020,10/13/2020,11/9/2020,11/11/2020,USD,24,Roy Rice,15,Rochester Ltd,Midwest,265,20,Bar Tools,3.000000,0.050000,3953.000000,1699.79,Islip,Suffolk County,NY,New York,Town,40.712580,-73.195520,631.000000,336113.000000,101387.000000,86864.000000,268844871.000000,153259682.000000,America/New York
SO - 0007417,In-Store,WARE-NBV1002,6/18/2020,10/13/2020,10/17/2020,10/20/2020,USD,1,Adam Hernandez,36,O.E. Ltd,Northeast,80,36,Clocks,2.000000,0.050000,5440.400000,4461.13,Stockton,San Joaquin County,CA,California,City,37.957700,-121.290780,209.000000,305658.000000,92440.000000,44797.000000,159717213.000000,7984586.000000,America/Los Angeles
SO - 0007418,In-Store,WARE-NMK1003,6/18/2020,10/13/2020,11/4/2020,11/9/2020,USD,6,Joshua Bennett,46,U.S. Ltd,Northeast,155,13,Bakeware,3.000000,0.050000,1011.700000,829.59,Capital,Sangamon County,IL,Illinois,Township,39.791060,-89.644570,217.000000,116358.000000,50476.000000,49925.000000,154319522.000000,16272442.000000,America/Chicago
SO - 0007419,In-Store,WARE-MKL1006,6/18/2020,10/13/2020,10/23/2020,10/30/2020,USD,9,Joshua Ryan,37,AuroMedics Corp,Midwest,336,29,Pendants,8.000000,0.400000,716.900000,509.00,Plano,Collin County/Denton County,TX,Texas,City,33.050770,-96.747940,972.000000,283558.000000,103937.000000,83793.000000,185617682.000000,927319.000000,America/Chicago
SO - 0007420,In-Store,WARE-NMK1003,6/18/2020,10/13/2020,11/6/2020,11/11/2020,USD,7,Shawn Cook,44,Winthrop ,Midwest,203,34,Bedroom Furniture,6.000000,0.200000,207.700000,153.70,Metairie,Jefferson Parish,LA,Louisiana,CDP,29.984090,-90.152850,504.000000,140074.000000,59557.000000,52421.000000,60144259.000000,109317.000000,America/Chicago
SO - 0007421,In-Store,WARE-MKL1006,6/18/2020,10/13/2020,10/23/2020,11/1/2020,USD,9,Joshua Ryan,39,Victory Ltd,Midwest,357,3,Table Lamps,6.000000,0.075000,3839.100000,2303.46,Bellevue,King County,WA,Washington,City,47.610380,-122.200680,425.000000,139820.000000,54216.000000,94638.000000,86712345.000000,649599.000000,America/Los Angeles
SO - 0007422,In-Store,WARE-UHY1004,6/18/2020,10/13/2020,10/15/2020,10/17/2020,USD,5,Stephen Payne,33,Trigen ,South,235,9,Baseball,4.000000,0.075000,3383.500000,2774.47,Raleigh,Durham County/Wake County,NC,North Carolina,City,35.830600,-78.641770,919.000000,451066.000000,170366.000000,55398.000000,375740493.000000,2876470.000000,America/New York
SO - 0007423,In-Store,WARE-XYS1001,6/18/2020,10/14/2020,10/27/2020,11/4/2020,USD,5,Stephen Payne,49,Bare ,South,17,34,Bedroom Furniture,3.000000,0.150000,857.600000,445.95,Antioch,Contra Costa County,CA,California,City,38.004920,-121.805790,925.000000,110542.000000,33718.000000,64329.000000,76173197.000000,1842711.000000,America/Los Angeles
SO - 0007424,Online,WARE-XYS1001,6/18/2020,10/14/2020,10/19/2020,10/23/2020,USD,20,Anthony Torres,6,"PEDIFIX, Corp",West,16,8,Cocktail Glasses,8.000000,0.100000,730.300000,496.60,Anaheim,Orange County,CA,California,City,33.835290,-117.914500,657.000000,350742.000000,99670.000000,60752.000000,129438076.000000,2457142.000000,America/Los Angeles
SO - 0007425,Wholesale,WARE-XYS1001,6/18/2020,10/14/2020,11/7/2020,11/9/2020,USD,28,Carlos Miller,28,Dharma Ltd,West,33,33,Outdoor Decor,1.000000,0.075000,1902.800000,1065.57,Escondido,San Diego County,CA,California,City,33.119210,-117.086420,760.000000,151451.000000,45041.000000,50899.000000,96015101.000000,455887.000000,America/Los Angeles
SO - 0007426,In-Store,WARE-PUJ1005,6/18/2020,10/14/2020,10/23/2020,11/2/2020,USD,5,Stephen Payne,1,Avon Corp,South,286,31,Candleholders,4.000000,0.200000,2994.900000,2455.82,Oklahoma City,Canadian County/Pottawatomie County/Oklahoma County/Cleveland County,OK,Oklahoma,City,35.467080,-97.513660,405.000000,631346.000000,232254.000000,47779.000000,1570317627.000000,37245501.000000,America/Chicago
SO - 0007427,In-Store,WARE-NMK1003,6/18/2020,10/14/2020,10/23/2020,10/24/2020,USD,7,Shawn Cook,47,Niconovum Corp,Midwest,149,24,Wall Frames,8.000000,0.075000,3986.500000,2072.98,Des Moines,Warren County/Polk County,IA,Iowa,City,41.572590,-93.610240,515.000000,210330.000000,81717.000000,46290.000000,230329944.000000,4657227.000000,America/Chicago
SO - 0007428,In-Store,WARE-PUJ1005,6/18/2020,10/14/2020,10/16/2020,10/24/2020,USD,10,Jonathan Hawkins,9,Ei ,West,327,25,TV and video,2.000000,0.400000,770.500000,562.47,Lewisville,Denton County/Dallas County,TX,Texas,City,33.046550,-96.981830,972.000000,104039.000000,38430.000000,57267.000000,94986734.000000,15721445.000000,America/Chicago
SO - 0007429,Online,WARE-XYS1001,6/18/2020,10/15/2020,10/22/2020,10/31/2020,USD,13,Todd Roberts,34,OUR Ltd,West,11,33,Outdoor Decor,2.000000,0.050000,3966.400000,2974.80,Phoenix,Maricopa County,AZ,Arizona,City,33.448380,-112.074040,602.000000,1563025.000000,525610.000000,47326.000000,1340692038.000000,3247104.000000,America/Phoenix
SO - 0007430,Online,WARE-PUJ1005,6/18/2020,10/15/2020,11/2/2020,11/5/2020,USD,18,Shawn Wallace,49,Bare ,South,283,29,Pendants,3.000000,0.075000,944.700000,651.84,Toledo,Lucas County,OH,Ohio,City,41.663940,-83.555210,419.000000,279789.000000,117531.000000,33687.000000,209065315.000000,8887951.000000,America/New York
SO - 0007431,Distributor,WARE-NMK1003,6/18/2020,10/15/2020,10/20/2020,10/24/2020,USD,21,Samuel Fowler,20,Pacific Ltd,Midwest,95,44,Pillows,1.000000,0.150000,911.200000,537.61,Denver,Denver County,CO,Colorado,City,39.739150,-104.984700,303.000000,682545.000000,275795.000000,53637.000000,397133930.000000,4225831.000000,America/Denver
SO - 0007432,Distributor,WARE-XYS1001,6/18/2020,10/15/2020,10/17/2020,10/21/2020,USD,22,Joe Price,9,Ei ,Northeast,39,22,Wine Storage,3.000000,0.100000,2519.200000,1662.67,Garden Grove,Orange County,CA,California,City,33.773910,-117.941450,657.000000,175393.000000,46998.000000,58449.000000,46508935.000000,45894.000000,America/Los Angeles
SO - 0007433,Distributor,WARE-NMK1003,6/18/2020,10/15/2020,10/18/2020,10/22/2020,USD,25,Patrick Graham,43,"Exact-Rx, Corp",South,118,19,Vanities,3.000000,0.050000,241.200000,154.37,Davie,Broward County,FL,Florida,Town,26.062870,-80.233100,954.000000,100882.000000,33707.000000,59680.000000,90395673.000000,2163582.000000,America/New York
